temperatura,amonia,idade,peso,sexo,fotoperiodo,ruido,luz,umidade,infeccoes,animais_por_gaiola,risco,linhagem
37,30,583,431,0,12,43,166,17,0,1,3,0
37,28,515,496,1,13,40,171,72,1,3,3,0
40,24,67,102,0,16,21,171,54,0,2,3,0
35,15,706,477,1,11,36,235,72,0,4,3,0
21,30,205,53,1,15,20,101,67,1,2,3,0
30,20,676,149,1,13,10,137,59,1,2,3,0
37,23,730,386,0,12,72,210,10,1,2,3,0
27,24,39,466,0,15,28,112,31,0,1,3,0
37,28,245,246,1,10,25,271,25,1,4,3,0
40,12,258,79,1,11,60,286,29,0,3,3,0
30,15,489,50,1,15,53,75,37,0,3,3,0
38,14,54,136,0,11,15,208,49,1,1,3,0
33,18,156,212,1,10,45,291,94,1,1,3,0
27,27,579,460,0,16,34,178,84,1,5,3,0
38,14,628,282,1,15,35,284,11,0,5,3,0
40,10,135,144,1,12,31,257,4,0,1,3,0
26,17,140,61,1,12,26,150,24,0,4,3,0
30,25,462,103,1,10,42,224,51,1,2,3,0
37,14,276,281,0,11,42,155,7,0,1,3,0
22,17,649,280,1,13,78,268,87,0,2,3,0
31,10,678,344,1,15,13,203,49,1,2,3,0
27,15,333,116,0,14,46,131,32,0,3,3,0
36,24,224,450,1,14,53,126,55,0,4,3,0
39,26,366,376,1,11,80,244,16,0,3,3,0
40,12,619,56,0,15,79,61,44,1,2,3,0
40,27,658,211,0,13,23,151,87,1,4,3,0
36,17,652,461,0,12,80,166,47,0,2,3,0
23,29,702,149,1,11,19,207,82,0,2,3,0
40,18,22,345,0,12,51,291,16,0,4,3,0
22,23,427,245,0,16,52,226,29,1,3,3,0
29,9,576,193,0,12,25,241,75,0,2,3,0
26,16,124,370,1,14,14,132,53,0,1,3,0
20,29,286,217,1,11,32,155,44,1,4,3,0
36,22,599,201,1,16,62,246,88,0,4,3,0
34,28,424,399,0,15,74,99,19,0,5,3,0
22,28,344,245,1,16,26,111,20,0,1,3,0
28,26,305,454,1,16,70,270,8,0,5,3,0
40,23,664,225,1,14,57,112,62,0,1,3,0
31,21,293,178,0,12,14,70,0,0,1,3,0
33,17,596,94,1,16,35,190,5,0,3,3,0
23,30,158,221,0,15,70,197,67,0,4,3,0
38,11,198,33,0,12,54,172,75,1,1,3,0
22,27,246,115,1,10,72,225,87,0,5,3,0
36,20,111,314,1,12,38,270,88,1,4,3,0
23,12,440,92,0,13,13,117,82,0,5,3,0
38,29,461,373,1,13,74,140,86,0,2,3,0
38,25,36,294,0,11,21,285,91,1,3,3,0
35,21,205,367,1,10,33,237,26,0,2,3,0
30,20,529,116,0,16,16,199,27,1,4,3,0
22,9,212,358,1,16,15,106,66,1,4,3,0
25,25,195,64,0,16,41,179,61,0,5,3,0
35,24,108,370,1,11,49,75,52,0,1,3,0
28,19,548,232,1,16,11,83,51,1,2,3,0
36,14,655,401,1,13,53,292,72,0,5,3,0
27,11,59,363,1,12,61,243,43,0,5,3,0
22,10,301,30,1,14,40,196,64,1,4,3,0
35,25,676,36,1,16,11,212,20,1,3,3,0
26,16,38,175,1,14,75,93,43,1,4,3,0
27,23,57,101,1,14,73,170,31,1,3,3,0
33,18,85,226,0,15,27,263,56,1,1,3,0
27,9,690,319,1,10,26,68,98,0,1,3,0
38,22,672,249,1,10,31,236,19,1,5,3,0
39,10,109,460,1,13,58,67,30,1,1,3,0
24,21,158,177,1,14,71,77,72,0,2,3,0
31,19,451,105,0,15,22,122,24,1,4,3,0
26,14,61,295,0,12,75,251,72,1,5,3,0
28,21,202,219,0,15,18,216,60,1,2,3,0
39,20,369,46,1,12,53,115,27,1,2,3,0
40,14,250,316,0,15,69,164,54,0,1,3,0
20,11,173,82,0,16,42,74,30,0,5,3,0
32,20,635,451,1,16,30,150,36,1,4,3,0
24,23,441,500,1,12,14,230,24,0,1,3,0
37,24,662,93,0,12,41,279,67,1,3,3,0
25,14,375,256,1,15,23,269,49,0,1,3,0
20,18,725,456,1,13,44,266,97,1,1,3,0
20,22,360,268,0,13,10,167,41,0,2,3,0
29,10,570,251,1,16,18,161,91,0,2,3,0
31,16,506,323,0,10,79,291,91,1,1,3,0
37,25,729,35,1,10,75,188,0,1,3,3,0
37,23,564,384,1,10,49,143,51,1,2,3,0
20,30,62,75,1,10,17,272,49,1,4,3,0
30,13,83,122,1,12,56,74,8,0,5,3,0
29,13,485,449,0,12,16,295,82,1,3,3,0
27,22,500,211,0,11,26,146,61,0,5,3,0
40,20,420,248,1,15,73,171,64,1,1,3,0
40,30,40,76,1,11,28,185,87,0,4,3,0
34,11,416,357,0,16,14,228,6,0,1,3,0
22,12,628,395,1,14,19,225,23,0,3,3,0
27,25,526,380,1,10,59,189,91,1,4,3,0
39,24,83,199,0,15,63,249,8,0,5,3,0
39,11,620,491,0,15,38,78,98,0,5,3,0
22,30,300,349,1,13,80,230,77,0,1,3,0
24,22,301,143,0,13,26,87,71,1,1,3,0
28,30,521,314,0,15,51,245,64,1,3,3,0
35,20,383,479,0,15,68,60,29,0,5,3,0
36,22,24,304,0,14,63,183,59,0,1,3,0
37,11,603,113,1,14,72,285,61,1,5,3,0
22,10,218,28,1,15,12,300,4,1,1,3,0
26,21,612,205,1,10,45,168,66,1,2,3,0
31,30,542,25,0,14,29,115,19,0,3,3,0
26,17,327,200,0,13,75,289,50,1,2,3,0
26,25,86,215,1,11,48,283,10,0,5,3,0
40,30,203,193,1,14,51,173,74,0,3,3,0
24,14,551,251,1,15,39,183,58,0,1,3,0
26,23,356,81,1,11,23,273,39,1,3,3,0
28,30,635,271,1,13,27,294,50,1,3,3,0
22,11,115,298,1,14,76,83,56,0,1,3,0
22,30,381,463,1,11,13,134,1,1,5,3,0
24,14,661,57,1,13,75,264,95,0,2,3,0
23,24,548,329,1,11,54,295,36,0,2,3,0
38,27,370,479,0,13,69,256,88,1,1,3,0
30,16,221,298,0,11,56,300,28,0,5,3,0
37,24,170,273,1,10,75,71,83,0,1,3,0
32,10,592,159,0,14,27,235,39,1,4,3,0
21,10,606,163,1,12,11,108,63,1,4,3,0
36,14,28,156,1,16,23,165,22,0,2,3,0
20,16,387,46,0,11,18,65,11,1,1,3,0
24,19,345,67,1,14,23,163,71,1,5,3,0
23,21,579,455,1,12,61,101,11,1,5,3,0
30,9,450,94,1,12,69,108,65,0,4,3,0
21,18,378,102,1,10,53,253,38,0,1,3,0
24,22,195,45,1,16,10,97,90,1,4,3,0
40,15,724,412,0,14,49,142,13,1,5,3,0
35,15,378,256,0,13,61,197,13,0,3,3,0
39,12,127,455,0,14,73,223,25,0,4,3,0
24,11,546,476,0,16,80,148,84,1,1,3,0
33,17,256,436,1,11,46,150,50,1,4,3,0
33,30,240,307,1,12,73,101,5,0,5,3,0
26,24,727,35,0,15,54,67,68,0,4,3,0
23,10,309,207,1,14,77,152,92,1,5,3,0
39,12,162,472,0,14,76,185,15,1,3,3,0
36,22,349,432,1,11,28,249,52,0,4,3,0
26,29,413,63,1,15,10,196,6,0,4,3,0
39,20,336,244,1,13,61,75,99,0,2,3,0
29,20,233,12,1,11,47,229,0,1,1,3,0
39,23,293,273,0,10,39,116,41,0,2,3,0
34,29,655,149,1,12,39,75,2,1,5,3,0
25,17,640,480,0,11,45,123,53,0,2,3,0
34,23,455,336,1,12,45,215,78,0,5,3,0
27,11,430,54,1,10,46,264,91,0,2,3,0
34,16,571,178,0,16,73,92,15,0,1,3,0
27,18,178,319,1,14,56,177,2,0,5,3,0
25,15,154,16,0,14,64,276,13,1,4,3,0
34,16,29,279,1,12,15,219,40,1,2,3,0
38,22,587,126,0,11,47,126,86,1,3,3,0
33,28,68,146,1,11,47,296,53,1,4,3,0
25,10,419,483,1,13,68,171,32,1,1,3,0
37,10,345,435,1,11,57,271,75,0,1,3,0
37,13,171,169,1,15,50,71,40,0,1,3,0
36,15,249,396,0,14,10,190,21,1,2,3,0
21,28,120,366,1,15,42,244,45,1,1,3,0
32,24,430,271,0,13,44,225,96,1,5,3,0
39,18,44,45,0,15,15,169,21,0,4,3,0
25,10,478,442,1,14,45,91,69,1,3,3,0
23,9,709,67,1,13,73,66,48,0,1,3,0
28,27,474,271,0,13,32,118,97,1,1,3,0
26,12,474,441,0,16,24,174,58,0,5,3,0
37,30,608,152,1,15,61,240,62,0,4,3,0
39,16,673,378,0,16,49,199,58,0,3,3,0
30,24,150,26,1,14,27,284,83,0,5,3,0
25,11,138,357,1,13,70,83,94,1,1,3,0
22,28,142,223,0,13,13,131,23,0,2,3,0
25,19,559,267,0,14,59,282,27,0,3,3,0
37,12,216,302,1,10,24,266,90,1,4,3,0
39,25,729,118,0,13,79,281,0,1,2,3,0
26,9,329,235,0,15,16,90,30,0,4,3,0
29,17,696,389,0,14,77,79,22,0,3,3,0
33,16,555,327,0,12,70,172,10,0,2,3,0
40,15,314,295,1,11,66,172,59,1,3,3,0
32,10,712,237,1,14,21,233,9,0,1,3,0
22,23,334,455,0,10,12,68,7,0,2,3,0
21,10,518,22,1,13,36,78,72,1,1,3,0
23,29,103,55,0,16,11,205,75,0,4,3,0
27,22,141,80,1,11,17,203,69,0,5,3,0
25,19,454,349,0,16,39,244,12,0,4,3,0
24,24,436,267,1,11,51,130,96,1,3,3,0
25,29,565,410,1,13,11,122,70,0,5,3,0
38,29,324,496,0,11,62,198,94,1,3,3,0
36,23,513,97,1,10,17,155,51,0,4,3,0
35,20,114,246,1,13,15,229,69,1,1,3,0
26,20,377,111,0,14,72,70,35,0,2,3,0
40,29,603,317,1,14,12,136,60,1,2,3,0
36,17,204,222,1,16,72,101,12,1,4,3,0
40,14,123,377,1,13,11,240,10,0,1,3,0
36,30,646,103,0,10,12,63,16,1,2,3,0
32,24,44,380,0,10,44,290,87,0,3,3,0
29,16,289,74,0,10,10,121,20,0,5,3,0
21,30,212,292,1,10,28,259,48,1,2,3,0
25,24,403,300,1,13,64,163,24,0,2,3,0
25,24,674,310,0,10,71,130,60,0,4,3,0
20,19,547,43,1,10,59,293,6,1,1,3,0
30,10,590,54,0,11,75,238,37,0,3,3,0
35,9,45,420,0,10,71,279,49,1,1,3,0
38,18,329,334,1,10,79,117,39,1,5,3,0
34,16,245,115,0,10,34,238,71,0,4,3,0
31,26,360,326,1,16,15,216,93,1,1,3,0
24,12,615,104,0,11,70,201,93,0,1,3,0
36,29,400,486,1,12,43,81,18,1,4,3,0
33,30,550,304,0,10,49,234,98,1,4,3,0
32,24,561,253,0,12,24,215,60,1,3,3,0
23,25,53,453,0,13,67,161,95,1,2,3,0
32,10,405,135,0,11,62,202,7,0,1,3,0
20,11,502,205,1,14,73,130,48,1,3,3,0
36,25,704,27,1,10,16,97,51,1,1,3,0
26,30,333,55,0,16,32,167,49,0,2,3,0
27,10,27,490,0,14,41,80,13,0,2,3,0
33,21,113,278,1,10,45,222,90,0,5,3,0
22,21,213,316,0,12,60,70,15,1,1,3,0
38,23,392,211,1,14,20,146,29,1,1,3,0
33,29,704,347,1,12,65,122,77,1,1,3,0
33,9,531,412,1,12,44,117,28,0,2,3,0
21,16,515,425,1,13,28,251,35,1,2,3,0
20,22,538,210,0,12,65,182,64,1,5,3,0
24,30,85,455,0,16,54,284,64,0,2,3,0
30,18,465,32,0,13,60,208,84,1,3,3,0
39,21,713,371,0,14,43,62,54,0,3,3,0
40,13,586,46,1,15,31,239,82,0,3,3,0
35,10,639,147,1,16,41,171,63,0,3,3,0
37,12,274,304,0,15,38,230,5,1,1,3,0
38,10,57,406,0,11,74,92,27,1,3,3,0
29,24,101,327,1,14,58,120,24,0,2,3,0
34,22,267,167,0,12,22,113,43,1,5,3,0
21,16,47,451,0,15,59,154,91,0,4,3,0
31,19,550,87,1,13,41,229,23,0,1,3,0
24,19,577,269,1,13,43,214,36,1,1,3,0
34,25,582,20,0,15,28,70,5,1,1,3,0
30,13,152,232,1,16,67,199,58,0,4,3,0
24,21,211,32,0,15,42,246,9,1,1,3,0
40,26,41,240,0,16,60,248,71,0,3,3,0
29,16,662,52,0,11,50,225,90,1,5,3,0
37,30,207,71,1,14,30,75,26,0,4,3,0
31,23,578,394,0,10,59,128,5,0,1,3,0
20,10,384,333,1,14,27,100,54,1,5,3,0
34,16,347,175,1,11,54,286,48,0,4,3,0
32,15,487,347,0,11,18,161,95,1,1,3,0
21,27,162,206,1,15,24,126,85,0,3,3,0
40,19,188,409,0,12,20,208,23,1,3,3,0
33,18,161,140,0,13,11,104,61,1,2,3,0
25,30,67,143,1,11,12,175,38,1,1,3,0
20,11,240,100,1,14,37,276,81,1,4,3,0
20,11,320,432,1,13,31,68,36,1,3,3,0
37,9,236,71,1,12,66,256,29,0,5,3,0
40,26,360,176,1,10,19,299,13,0,4,3,0
37,21,448,355,0,15,19,272,6,1,4,3,0
27,12,315,468,0,14,19,67,15,0,2,3,0
32,16,586,403,1,15,41,265,74,1,1,3,0
34,11,672,432,1,11,63,67,83,0,3,3,0
32,19,86,229,0,12,32,181,0,0,5,3,0
28,26,565,426,0,15,47,169,53,1,4,3,0
20,20,402,438,0,11,62,262,49,1,4,3,0
36,11,539,237,0,16,68,110,11,0,4,3,0
29,14,249,221,0,10,16,258,14,0,2,3,0
40,11,362,291,0,11,42,200,73,1,3,3,0
38,23,408,112,0,11,28,60,26,0,3,3,0
30,25,555,158,0,12,80,171,18,0,5,3,0
39,22,570,191,1,13,49,298,7,0,3,3,0
22,16,78,375,0,10,11,174,88,0,4,3,0
26,20,110,59,1,12,51,164,31,1,3,3,0
20,30,607,128,0,13,42,147,27,1,1,3,0
26,21,126,178,0,14,27,289,77,0,5,3,0
35,21,325,353,0,10,30,143,99,0,3,3,0
30,13,700,293,0,14,56,293,4,0,2,3,0
29,19,49,167,0,12,70,208,5,0,2,3,0
40,24,646,500,1,12,48,178,84,0,3,3,0
28,24,42,498,1,14,65,141,61,0,4,3,0
21,21,681,101,0,12,39,82,77,1,1,3,0
20,30,240,429,0,14,20,280,25,0,5,3,0
22,28,269,56,0,12,66,160,34,0,5,3,0
33,30,444,115,1,14,53,285,83,1,2,3,0
29,30,477,145,1,12,63,257,55,1,4,3,0
33,24,319,296,1,12,74,90,75,1,1,3,0
33,22,68,69,1,13,18,106,5,0,2,3,0
25,28,586,139,1,16,57,264,58,0,2,3,0
20,20,548,283,1,14,30,257,89,0,4,3,0
24,24,394,125,1,10,36,264,43,1,5,3,0
35,13,356,387,1,13,43,180,53,0,4,3,0
27,26,718,271,1,16,43,69,45,1,2,3,0
37,25,398,259,0,15,50,77,81,0,5,3,0
35,17,323,145,1,11,78,75,50,1,1,3,0
26,16,545,479,0,15,11,168,25,1,5,3,0
25,27,390,414,0,11,62,140,24,1,5,3,0
33,20,505,206,1,13,16,266,69,0,1,3,0
20,14,632,113,1,14,33,187,47,1,5,3,0
23,22,606,11,0,10,38,100,27,1,1,3,0
24,10,425,98,1,13,34,173,21,0,4,3,0
22,24,198,348,0,11,71,213,32,0,3,3,0
36,29,215,407,1,13,42,204,58,1,2,3,0
33,27,76,223,0,14,71,63,76,0,1,3,0
27,16,56,385,1,14,67,120,4,0,1,3,0
26,26,276,480,1,10,54,70,65,1,4,3,0
21,15,350,125,0,11,52,215,74,1,3,3,0
37,19,518,233,1,15,30,289,19,1,4,3,0
39,9,332,432,0,11,26,80,21,1,5,3,0
33,12,599,428,1,13,57,217,89,1,2,3,0
26,9,523,158,1,16,44,257,17,0,4,3,0
35,26,563,32,1,12,25,270,12,0,3,3,0
32,29,81,449,0,13,51,99,73,0,1,3,0
29,10,96,174,0,13,57,102,47,0,2,3,0
37,24,223,29,0,13,58,87,18,1,5,3,0
37,23,534,368,1,12,35,85,47,0,5,3,0
35,12,241,395,0,11,62,128,20,0,1,3,0
34,27,152,37,0,15,18,218,26,1,5,3,0
28,27,504,248,1,15,49,188,65,1,3,3,0
33,15,546,485,1,16,43,123,60,0,3,3,0
36,26,486,182,1,14,19,187,38,0,3,3,0
40,24,197,479,1,10,45,60,62,1,4,3,0
22,28,398,343,1,10,66,272,23,1,3,3,0
37,13,267,144,0,12,42,232,20,1,3,3,0
24,13,197,155,1,16,11,105,3,0,1,3,0
22,27,472,189,1,15,18,208,82,0,1,3,0
30,13,186,215,0,16,33,85,74,0,2,3,0
22,29,598,282,1,15,11,136,49,1,1,3,0
30,18,251,338,1,10,58,99,32,1,3,3,0
22,18,730,446,1,11,63,139,24,0,1,3,0
21,10,456,91,1,14,73,171,19,1,4,3,0
22,25,658,375,0,14,66,89,93,0,1,3,0
25,19,264,38,0,15,79,67,5,0,5,3,0
22,21,45,366,1,15,35,273,26,1,2,3,0
29,27,689,44,0,16,52,191,42,1,1,3,0
39,18,322,379,1,10,41,65,15,0,5,3,0
40,30,541,338,0,10,77,214,22,1,5,3,0
38,22,552,183,1,16,33,264,44,0,5,3,0
30,28,255,449,0,15,59,287,98,1,5,3,0
20,16,555,382,1,10,34,131,76,1,4,3,0
24,19,129,246,0,15,72,175,17,0,5,3,0
38,19,538,171,0,12,58,137,74,0,1,3,0
33,25,526,83,1,16,25,231,97,1,1,3,0
25,20,171,154,1,11,61,213,10,0,2,3,0
24,29,656,38,0,13,70,204,83,0,5,3,0
33,13,646,131,0,14,28,190,85,0,3,3,0
30,19,136,353,1,10,39,83,12,0,4,3,0
28,25,214,61,0,15,76,259,0,1,1,3,0
37,24,389,171,1,13,25,233,6,0,4,3,0
25,15,277,452,0,15,79,112,78,0,1,3,0
39,19,128,265,0,10,11,250,50,0,3,3,0
36,16,290,462,0,13,19,137,29,1,4,3,0
33,23,80,21,1,13,44,255,61,1,3,3,0
33,25,162,49,1,13,60,130,10,0,2,3,0
33,23,191,86,1,16,24,89,11,0,1,3,0
28,17,399,67,0,12,49,157,63,1,5,3,0
23,13,259,278,0,14,14,276,99,0,3,3,0
40,17,140,452,0,11,30,221,1,1,1,3,0
27,29,269,472,0,12,79,143,1,0,1,3,0
25,20,462,403,0,10,77,201,96,0,4,3,0
39,30,234,269,1,12,26,244,2,0,2,3,0
36,11,344,457,0,10,49,212,86,0,2,3,0
20,22,633,463,1,12,53,273,69,1,1,3,0
29,26,629,151,1,16,15,85,88,1,1,3,0
38,9,28,500,1,11,32,122,99,0,2,3,0
34,29,586,463,1,12,20,61,3,0,5,3,0
25,24,574,254,1,15,11,163,3,0,4,3,0
21,16,191,60,1,15,59,200,83,1,4,3,0
39,29,61,350,1,13,27,228,91,1,4,3,0
38,27,267,450,0,15,66,72,21,0,3,3,0
31,26,359,49,0,11,45,186,84,1,3,3,0
33,20,625,264,1,16,26,185,97,0,2,3,0
32,20,560,212,1,16,70,162,17,1,5,3,0
37,28,97,461,0,10,22,154,59,1,5,3,0
36,27,670,239,0,10,53,105,90,1,5,3,0
20,14,25,462,0,12,16,247,62,1,3,3,0
27,11,205,171,0,10,25,182,36,0,4,3,0
27,18,358,190,0,11,30,143,11,1,5,3,0
33,21,366,163,0,14,75,175,97,1,1,3,0
21,22,323,13,1,14,60,127,68,0,2,3,0
22,14,26,249,1,14,69,87,29,1,1,3,0
29,10,342,459,1,10,46,203,10,0,2,3,0
24,11,369,97,1,12,22,265,86,0,2,3,0
23,15,237,298,1,15,72,100,14,1,2,3,0
21,12,347,44,1,14,66,265,91,0,2,3,0
25,25,717,245,1,11,30,80,60,1,3,3,0
26,20,134,296,1,14,44,266,31,1,3,3,0
35,9,243,82,0,15,17,163,88,1,5,3,0
27,12,455,358,1,11,37,259,0,0,2,3,0
38,20,38,149,0,16,51,280,25,0,4,3,0
33,27,320,121,0,15,78,171,50,0,4,3,0
28,27,102,247,1,10,79,81,46,0,4,3,0
29,15,396,185,0,13,75,138,55,0,1,3,0
35,12,225,101,0,13,13,244,45,1,3,3,0
34,18,187,480,1,15,62,133,66,1,2,3,0
28,18,241,224,0,13,18,298,79,0,2,3,0
36,24,284,39,1,14,20,148,56,0,4,3,0
25,10,160,57,0,16,61,62,23,1,2,3,0
39,25,476,151,0,13,31,235,27,1,5,3,0
28,16,646,126,0,11,25,166,40,0,3,3,0
32,19,615,372,1,10,61,168,11,1,1,3,0
24,24,222,81,0,10,74,122,14,1,4,3,0
25,12,299,200,0,13,59,112,13,0,2,3,0
38,20,723,104,1,12,68,163,56,0,3,3,0
33,17,89,202,0,11,32,174,9,1,2,3,0
34,14,453,39,1,12,32,253,61,1,3,3,0
37,16,47,254,1,16,16,160,86,0,3,3,0
35,14,308,373,1,14,30,229,73,1,5,3,0
38,14,275,210,1,16,20,202,83,1,1,3,0
31,12,62,242,1,15,61,277,8,0,2,3,0
40,29,696,401,1,13,78,192,46,0,5,3,0
24,25,375,457,0,14,33,180,88,0,5,3,0
29,28,363,260,0,13,79,261,71,1,1,3,0
22,14,309,196,0,16,48,80,12,0,2,3,0
30,14,130,472,1,13,32,247,69,0,4,3,0
25,28,330,205,0,16,12,111,92,1,1,3,0
30,13,61,484,0,16,77,215,2,1,4,3,0
27,21,511,10,1,15,39,62,61,1,3,3,0
21,29,660,146,1,15,31,168,31,0,3,3,0
40,24,400,169,0,11,46,172,85,0,2,3,0
31,10,728,61,1,15,44,162,75,1,3,3,0
32,22,126,194,1,10,40,189,45,0,1,3,0
27,12,118,49,1,10,76,95,86,0,3,3,0
25,9,42,126,1,11,63,290,79,0,4,3,0
30,13,418,323,1,12,80,110,82,1,1,3,0
28,14,356,16,1,11,54,102,14,0,2,3,0
35,22,601,74,0,14,54,92,36,0,5,3,0
26,16,374,345,1,13,65,120,99,1,5,3,0
31,25,497,391,1,16,65,134,8,1,2,3,0
32,20,325,371,0,15,62,157,54,1,4,3,0
29,15,306,35,1,12,32,104,95,0,3,3,0
21,21,309,10,0,16,67,153,66,1,3,3,0
23,11,378,398,1,14,60,242,2,0,4,3,0
33,25,192,306,1,14,33,109,15,1,4,3,0
40,25,509,334,1,11,43,276,29,1,5,3,0
24,10,377,78,1,16,22,60,48,1,4,3,0
35,23,156,403,0,12,78,96,49,0,1,3,0
38,10,244,132,0,11,62,176,4,1,3,3,0
25,30,448,99,1,16,19,293,14,0,5,3,0
22,13,367,456,0,15,78,127,35,0,4,3,0
33,25,683,290,0,14,34,221,75,0,2,3,0
30,21,434,418,0,14,67,291,51,0,4,3,0
37,13,641,62,1,14,12,237,51,0,1,3,0
32,22,57,491,1,15,70,208,77,0,4,3,0
30,23,551,398,0,14,28,237,47,1,1,3,0
26,26,547,198,1,16,10,116,2,1,1,3,0
24,19,448,298,0,12,10,80,32,0,1,3,0
28,13,260,290,1,10,33,297,86,1,2,3,0
23,9,671,211,0,13,36,73,90,1,3,3,0
38,12,654,28,1,14,53,130,74,1,3,3,0
36,14,489,138,0,14,57,256,80,1,2,3,0
30,24,598,391,1,15,50,70,20,1,4,3,0
20,12,252,10,0,16,80,289,88,1,2,3,0
31,23,229,145,1,10,17,210,58,0,3,3,0
29,9,718,14,0,10,13,68,61,1,1,3,0
26,22,528,450,1,10,63,268,60,1,1,3,0
30,29,130,267,1,11,51,66,100,1,3,3,0
38,17,223,193,0,13,44,282,40,0,2,3,0
33,16,161,26,1,14,11,227,50,1,4,3,0
24,15,369,84,1,12,66,95,7,1,2,3,0
26,11,218,85,0,15,26,184,26,0,5,3,0
22,24,261,129,1,10,46,287,49,0,3,3,0
27,25,287,114,1,10,33,119,6,1,2,3,0
23,28,696,247,0,13,30,160,30,0,4,3,0
30,20,533,350,0,12,17,275,19,1,4,3,0
36,10,508,109,0,13,63,290,67,0,5,3,0
39,12,170,419,1,14,53,86,81,0,3,3,0
38,17,547,37,1,11,73,204,6,1,4,3,0
24,16,586,216,1,12,67,298,14,0,4,3,0
23,12,615,55,0,13,59,95,7,1,1,3,0
31,9,632,213,0,12,18,237,95,1,2,3,0
32,9,294,116,1,11,28,211,75,1,4,3,0
31,23,421,206,1,14,76,231,93,0,5,3,0
22,17,684,51,0,12,34,237,60,0,4,3,0
24,14,299,153,0,13,48,272,100,0,5,3,0
32,15,25,36,1,15,78,123,55,1,3,3,0
20,19,601,433,0,14,55,202,41,1,1,3,0
37,20,143,445,1,11,69,139,24,1,3,3,0
33,25,137,425,0,14,42,219,62,1,2,3,0
38,24,66,100,0,11,54,236,40,1,3,3,0
39,11,171,13,1,16,33,219,65,0,5,3,0
29,11,397,48,0,11,58,121,16,0,3,3,0
22,27,130,404,0,16,56,82,47,0,2,3,0
29,23,197,415,1,10,13,74,33,1,5,3,0
39,15,573,377,0,15,80,295,99,1,1,3,0
24,23,506,294,1,15,44,263,86,0,2,3,0
32,14,62,472,0,16,33,89,13,1,5,3,0
27,28,309,200,1,14,68,253,68,1,1,3,0
31,11,656,229,0,15,65,143,1,0,4,3,0
20,9,623,377,0,10,59,194,68,0,1,3,0
39,17,394,210,0,13,66,174,16,0,2,3,0
40,30,49,314,1,16,38,75,80,0,2,3,0
35,16,380,130,1,16,63,243,22,1,2,3,0
27,11,113,91,0,15,79,119,72,0,3,3,0
26,15,89,265,1,14,47,233,73,0,5,3,0
24,23,658,253,0,15,28,273,96,1,3,3,0
28,28,70,252,0,14,47,172,42,1,1,3,0
22,24,379,13,0,13,24,156,90,1,4,3,0
20,27,673,270,0,11,44,158,64,1,1,3,0
30,18,355,424,1,10,70,272,18,1,2,3,0
30,18,587,82,0,15,24,279,16,1,5,3,0
37,25,184,454,1,10,51,201,37,1,5,3,0
34,17,259,234,0,12,64,208,49,0,3,3,0
25,14,579,22,1,12,24,236,5,1,4,3,0
32,15,228,27,0,10,69,244,31,0,1,3,0
31,24,164,309,1,13,57,195,65,0,3,3,0
31,24,459,77,0,13,63,172,35,0,2,3,0
20,10,639,249,0,14,45,281,71,0,3,3,0
22,29,443,172,1,14,78,132,61,1,3,3,0
40,30,697,72,0,16,74,275,56,0,2,3,0
31,29,237,73,0,10,17,72,47,0,1,3,0
22,24,416,368,0,11,78,163,60,0,2,3,0
35,9,584,140,0,16,64,160,78,1,3,3,0
36,18,393,56,0,16,40,84,14,0,3,3,0
35,11,44,10,1,13,11,193,27,0,3,3,0
20,20,305,431,1,14,79,299,7,0,2,3,0
29,12,581,295,1,12,48,209,59,1,1,3,0
32,13,550,200,1,16,79,118,10,1,4,3,0
34,21,566,403,0,15,54,253,50,0,4,3,0
38,29,293,19,0,15,32,227,81,0,1,3,0
31,26,286,83,1,13,74,192,12,1,4,3,0
20,22,510,187,1,11,14,202,4,1,1,3,0
35,29,582,259,1,16,72,174,22,0,4,3,0
20,28,269,342,1,14,58,256,63,1,5,3,0
36,9,513,483,0,16,74,88,12,0,2,3,0
35,15,202,229,0,14,64,141,41,0,2,3,0
23,19,50,340,0,16,80,251,77,0,1,3,0
22,16,21,474,0,14,53,271,83,0,1,3,0
31,17,599,462,0,15,74,155,25,1,5,3,0
32,26,664,243,0,12,33,284,8,0,4,3,0
33,10,119,439,0,13,56,63,47,1,2,3,0
33,27,171,324,1,11,43,270,2,0,3,3,0
21,23,237,26,1,11,60,262,3,0,4,3,0
27,23,677,164,1,16,68,92,51,0,1,3,0
35,20,312,217,0,15,73,123,83,1,2,3,0
36,25,383,263,1,13,54,157,28,1,5,3,0
36,11,462,209,0,10,54,149,31,0,2,3,0
32,17,660,184,1,11,51,221,65,0,2,3,0
38,29,489,375,0,16,50,78,37,0,4,3,0
23,22,338,102,1,11,34,76,45,0,1,3,0
22,18,455,375,0,14,30,193,4,1,4,3,0
38,18,211,62,0,15,31,143,40,1,2,3,0
23,29,174,459,1,12,22,71,75,1,1,3,0
40,16,693,81,1,10,51,86,88,0,5,3,0
28,28,692,342,0,10,33,217,29,1,5,3,0
34,9,479,22,1,11,14,121,29,1,2,3,0
36,12,534,357,1,14,55,150,92,0,2,3,0
33,15,419,373,0,12,53,170,87,1,2,3,0
34,11,463,290,0,13,62,91,36,1,3,3,0
23,24,486,85,1,16,65,60,59,0,4,3,0
20,23,719,35,1,16,78,174,91,0,5,3,0
20,9,485,314,0,16,66,286,86,0,1,3,0
